14.8,93.178,118.437
15.1,91.688,107.441
16.5,86.435,94.539
16.7,83.36,93.043
17,80.576,92.693
18,73.741,88.06
18.2,70.382,89.123
20.1,65.555,70.467
26,48.24,67.465
14.2,99.702,119.679
14.8,93.178,118.437
15.1,91.688,107.441
16.5,86.435,94.539
16.7,83.36,93.043
17,80.576,92.693
18,73.741,88.06
18.2,70.382,89.123
20.1,65.555,70.467
26,48.24,67.465
14.2,99.702,119.679
14.8,93.178,118.437
15.1,91.688,107.441
16.5,86.435,94.539
16.7,83.36,93.043
17,80.576,92.693
18,73.741,88.06
18.2,70.382,89.123
20.1,65.555,70.467
26,48.24,67.465
14.2,99.702,119.679
14.8,93.178,118.437
15.1,91.688,107.441
16.5,86.435,94.539
16.7,83.36,93.043
17,80.576,92.693
18,73.741,88.06
18.2,70.382,89.123
20.1,65.555,70.467
26,48.24,67.465
14.2,99.702,119.679
14.8,93.178,118.437
15.1,91.688,107.441
16.5,86.435,94.539
16.7,83.36,93.043
17,80.576,92.693
18,73.741,88.06
18.2,70.382,89.123
20.1,65.555,70.467
26,48.24,67.465
14.2,99.702,119.679
14.8,93.178,118.437
15.1,91.688,107.441
16.5,86.435,94.539
16.7,83.36,93.043
17,80.576,92.693
18,73.741,88.06
18.2,70.382,89.123
20.1,65.555,70.467
26,48.24,67.465
14.2,99.702,119.679
14.8,93.178,118.437
15.1,91.688,107.441
16.5,86.435,94.539
16.7,83.36,93.043
17,80.576,92.693
18,73.741,88.06
18.2,70.382,89.123
20.1,65.555,70.467
26,48.24,67.465
